"","Tree.ID","id","Row","Tree","Rowf","Treef","Anth","Chl","Flav","AnthAdj","ChlAdj","FlavAdj","Allocation"
"81","1N4EH","1N4EH",2,31,"2","31",0.0895454545454546,39.7046363636364,1.985,0.0941134727447334,36.7596927434464,1.98028519475846,"F1"
"82","1N4EJ","1N4EJ",2,32,"2","32",0.103909090909091,37.2686363636364,2.09927272727273,0.101206396573449,37.7153462414434,2.05811254505852,"F1"
"83","1N4EK","1N4EK",2,33,"2","33",0.107181818181818,41.6512727272727,1.89045454545455,0.099909292373949,37.7799094343585,1.92507028845982,"F1"
"84","1N4EL","1N4EL",2,34,"2","34",0.109727272727273,41.9126363636364,1.95090909090909,0.104988526375657,38.4196385253885,1.9702231546849,"F1"
"85","1N4EM","1N4EM",2,35,"2","35",0.102090909090909,36.0390909090909,1.99309090909091,0.098124936394923,36.6289454900925,1.96236095932721,"F1"
"86","1N4EN","1N4EN",2,36,"2","36",0.087,46.0749090909091,2.04281818181818,0.0923103297213066,40.5657017378523,2.03679130892408,"F1"
"87","1N4EP","1N4EP",2,37,"2","37",0.111454545454545,32.7563636363636,1.87890909090909,0.096471663940849,36.5453986886325,1.88045128783243,"F1"
"88","1N4ER","1N4ER",2,38,"2","38",0.059,35.7571818181818,1.87209090909091,0.0828486820218193,36.4431159905246,1.87152845839023,"F1"
"89","1N4ES","1N4ES",2,39,"2","39",0.0977272727272727,33.9622727272727,1.82272727272727,0.093696150036118,37.0586069559986,1.88171628235037,"F1"
"90","1N4ET","1N4ET",2,40,"2","40",0.0842727272727273,37.8445454545455,2.03245454545455,0.0872487466035343,36.9707625103085,1.97898550806113,"F1"
"91","1N4EV","1N4EV",2,41,"2","41",0.0800909090909091,40.9236363636364,1.99290909090909,0.0881213427498738,38.259784506796,1.95365843939388,"F1"
"92","1N4EW","1N4EW",2,42,"2","42",0.0899090909090909,35.2953636363636,1.78181818181818,0.0937998986457441,36.8292330324493,1.86474757455614,"F1"
"93","1N4EX","1N4EX",2,43,"2","43",0.115,36.2105454545455,1.795,0.099180893069464,36.5816627997079,1.84717752817196,"F1"
"94","1N4EY","1N4EY",2,44,"2","44",0.0840909090909091,38.9640909090909,1.88763636363636,0.092536579837425,39.2441000968706,1.88961042203731,"F1"
"95","1N4EZ","1N4EZ",2,45,"2","45",0.0839090909090909,44.5885454545455,1.88390909090909,0.0928019268959454,37.3039169084997,1.92251431280475,"F1"
"96","1N4F0","1N4F0",2,46,"2","46",0.102909090909091,49.9776363636364,2.20945454545455,0.0987451201759793,40.5530785271272,2.11103769348196,"F1"
"97","1N4F1","1N4F1",2,47,"2","47",0.0984545454545455,32.8051818181818,1.99718181818182,0.0981625247572789,35.8355190698009,1.99784170625596,"F1"
"98","1N4F2","1N4F2",2,48,"2","48",0.1012,36.0875,1.9774,0.104074948361928,37.9823699893069,1.99278280260573,"F1"
"99","1N4F3","1N4F3",2,49,"2","49",0.126181818181818,33.1172727272727,2.03627272727273,0.108003218986638,36.3426851645845,2.04686051839565,"F1"
"100","1N4F4","1N4F4",2,50,"2","50",0.106545454545455,31.6505454545455,2.08445454545455,0.104509563921177,35.8933459791943,2.03678394119308,"F1"
"101","1N4F6","1N4F6",3,2,"3","2",0.127636363636364,37.1606363636364,2.10845454545455,0.104825854257871,36.3816012064432,2.04881106835026,"F1"
"102","1N4F7","1N4F7",3,3,"3","3",0.0881818181818182,39.2068181818182,2.11809090909091,0.101414047401866,34.8335962575184,2.08120228661885,"F1"
"103","1N4FA","1N4FA",3,6,"3","6",0.106454545454545,32.0781818181818,1.98909090909091,0.106224662198545,34.7690110047991,2.00882352656795,"F1"
"104","1N4FB","1N4FB",3,7,"3","7",0.0897272727272727,37.8948181818182,2.18154545454545,0.103446465099475,35.4585898091898,2.1216776140767,"F1"
"105","1N4FC","1N4FC",3,8,"3","8",0.120545454545455,33.2322727272727,2.16809090909091,0.108717283620759,35.1082406021897,2.09483842763083,"F1"
"106","1N4FD","1N4FD",3,9,"3","9",0.11675,31.6310833333333,1.97133333333333,0.105544361095385,36.4339233022085,2.01342816841554,"F1"
"107","1N4FE","1N4FE",3,10,"3","10",0.121181818181818,36.5829090909091,1.98209090909091,0.107198241934078,34.5563043316503,1.97797332760049,"F1"
"108","1N4FF","1N4FF",3,11,"3","11",0.127909090909091,36.2872727272727,2.10136363636364,0.107789738861534,34.1838180906993,2.06037709692683,"F1"
"109","1N4FG","1N4FG",3,12,"3","12",0.0775,33.6505,1.8211,0.0950023891560098,36.0910896631301,1.86061908194352,"F1"
"110","1N4FH","1N4FH",3,13,"3","13",0.08025,31.033375,1.984125,0.0996512104939161,34.9123674920691,1.97697333965743,"F1"
"111","1N4FJ","1N4FJ",3,14,"3","14",0.0778181818181818,39.6578181818182,1.87554545454545,0.0966954382691101,36.3476315394944,1.91525063685491,"F1"
"112","1N4FL","1N4FL",3,16,"3","16",0.100090909090909,33.4365454545455,2.14890909090909,0.0963427644764063,35.1303451505315,2.05735724163122,"F1"
"113","1N4FM","1N4FM",3,17,"3","17",0.147818181818182,34.9166363636364,1.93236363636364,0.109236260323528,35.3788870204152,1.96534929501156,"F1"
"114","1N4FN","1N4FN",3,18,"3","18",0.09875,43.116875,1.944625,0.100477100334405,36.9660096797332,1.95394703426063,"F1"
"115","1N4FP","1N4FP",3,19,"3","19",0.0672727272727273,38.5336363636364,1.80990909090909,0.0914916124546523,37.7231839286146,1.86983334705138,"F1"
"116","1N4FR","1N4FR",3,20,"3","20",0.103,31.9383636363636,1.97981818181818,0.10303281430312,34.887002151798,1.95049087136364,"F1"
"117","1N4FS","1N4FS",3,21,"3","21",0.110909090909091,34.186,1.96281818181818,0.101265104035075,36.8705226496565,1.98018649109684,"F1"
"118","1N4FT","1N4FT",3,22,"3","22",0.0841818181818182,40.3801818181818,1.90318181818182,0.0912581157643525,38.2033868021286,1.88916858379276,"F1"
"119","1N4FV","1N4FV",3,23,"3","23",0.121727272727273,29.3660909090909,1.92236363636364,0.102761872282209,35.5839475319648,1.94406469962568,"F1"
"120","1N4FW","1N4FW",3,24,"3","24",0.0933636363636364,46.5753636363636,2.014,0.0932472273440563,39.0520085010158,1.96264661297735,"F1"
"121","1N4FX","1N4FX",3,25,"3","25",0.0722727272727273,36.1296363636364,1.64572727272727,0.0847626347830209,35.6182531140034,1.75763304843181,"F1"
"122","1N4FY","1N4FY",3,26,"3","26",0.0867272727272727,37.3022727272727,1.93490909090909,0.0878459510126419,36.0785320505232,1.97073224237324,"F1"
"123","1N4FZ","1N4FZ",3,27,"3","27",0.0792,43.4812,2.069,0.0913290206465609,37.4651324583864,2.02260324232505,"F1"
"124","1N4G0","1N4G0",3,28,"3","28",0.0990909090909091,37.0883636363636,2.07836363636364,0.0924113454386296,37.8099030818098,1.99868756414023,"F1"
"125","1N4G1","1N4G1",3,29,"3","29",0.0891,31.4487,1.8794,0.0929148113655823,34.4385001253328,1.88263546560454,"F1"
"126","1N4G2","1N4G2",3,30,"3","30",0.0945454545454545,28.0432727272727,1.80309090909091,0.100652792531206,34.5062835407261,1.8719007802069,"F1"
"127","1N4G3","1N4G3",3,31,"3","31",0.0672727272727273,34.8397272727273,1.85645454545455,0.087704954078595,34.4353173012639,1.89587216014833,"F1"
"128","1N4G4","1N4G4",3,32,"3","32",0.117545454545455,35.9536363636364,2.005,0.103580046867832,35.4023209944047,2.00859293441527,"F1"
"129","1N4G5","1N4G5",3,33,"3","33",0.122181818181818,35.6599090909091,2.08690909090909,0.101572289692347,35.6102542452026,2.0276265180431,"F1"
"130","1N4G6","1N4G6",3,34,"3","34",0.109090909090909,34.9716363636364,1.88036363636364,0.099146892726133,36.4728161413844,1.87381498603975,"F1"
"131","1N4G7","1N4G7",3,35,"3","35",0.0786363636363636,33.219,1.93363636363636,0.0916646189773009,34.9318615430386,1.97246555325722,"F1"
"132","1N4G8","1N4G8",3,36,"3","36",0.0889090909090909,41.2050909090909,2.073,0.0912391600140757,39.0955995626377,2.03022433466585,"F1"
"133","1N4G9","1N4G9",3,37,"3","37",0.109636363636364,36.3971818181818,1.90318181818182,0.10345694065019,35.2597443160198,1.92236877292156,"F1"
"134","1N4GA","1N4GA",3,38,"3","38",0.0929,38.3954,1.9586,0.0967813596553217,35.3632067065144,1.96941484170411,"F1"
"135","1N4GD","1N4GD",3,41,"3","41",0.073,35.9348181818182,1.84436363636364,0.0863303926098574,37.2496204078298,1.89678902874284,"F1"
"136","1N4GE","1N4GE",3,42,"3","42",0.0890909090909091,31.423,2.16954545454545,0.0915930426850442,35.7993203879652,2.06527583611489,"F1"
"137","1N4GF","1N4GF",3,43,"3","43",0.107333333333333,34.8926666666667,2.07688888888889,0.0987060957666863,35.6182681280071,1.99924281780474,"F1"
"138","1N4GG","1N4GG",3,44,"3","44",0.0879090909090909,37.857,1.78927272727273,0.0880059880864859,38.2870914824458,1.82525826929737,"F1"
"139","1N4GH","1N4GH",3,45,"3","45",0.0964,34.8777,1.7215,0.0985573535625756,36.5042857886405,1.82912176024433,"F1"
"140","1N4GJ","1N4GJ",3,46,"3","46",0.0846363636363636,42.4117272727273,1.88336363636364,0.0905638754137065,40.0811796169128,1.89229822355112,"F1"
"141","1N4GK","1N4GK",3,47,"3","47",0.0969090909090909,41.9168181818182,1.83118181818182,0.0972318633480264,35.6780096466384,1.85307757137412,"F1"
"142","1N4GL","1N4GL",3,48,"3","48",0.0973333333333333,41.59825,1.7125,0.096945228713905,38.2058434561687,1.8001183426319,"F1"
"143","1N4GM","1N4GM",3,49,"3","49",0.111,36.4628181818182,2.04363636363636,0.104242704453344,37.0512742594206,1.99816684116121,"F1"
"144","1N4GN","1N4GN",3,50,"3","50",0.101727272727273,33.2581818181818,1.937,0.099044879654016,36.845105604548,1.9039408752696,"F1"
"145","1N4GP","1N4GP",4,50,"4","50",0.123,40.2744,1.7615,0.101580085098148,35.7645594166938,1.81962316934856,"F1"
"146","1N4GS","1N4GS",4,49,"4","49",0.0964545454545455,35.4808181818182,1.85036363636364,0.099144800024693,35.7317354909956,1.88145851757193,"F1"
"147","1N4GV","1N4GV",4,47,"4","47",0.0761,25.0493,2.0182,0.0951199008263599,34.0094263347611,1.99935366786273,"F1"
"148","1N4GW","1N4GW",4,46,"4","46",0.0922727272727273,39.6716363636364,2.04127272727273,0.0950871678533946,38.3271279730381,2.01888915448677,"F1"
"149","1N4GX","1N4GX",4,45,"4","45",0.107181818181818,29.9773636363636,1.96254545454545,0.0995807850785263,34.8876663999647,1.90271339418759,"F1"
"150","1N4H1","1N4H1",4,41,"4","41",0.0835,42.754,1.695,0.0889934469425438,37.0580174955353,1.79328982282462,"F1"
"151","1N4H7","1N4H7",4,35,"4","35",0.0864545454545455,29.3985454545455,1.80036363636364,0.0896746703261881,34.1099446413665,1.83443024270781,"F1"
"152","1N4H8","1N4H8",4,34,"4","34",0.0846363636363636,39.6303636363636,1.88527272727273,0.0940567331990941,35.6004872979324,1.88995889361805,"F1"
"153","1N4HA","1N4HA",4,32,"4","32",0.0946363636363636,25.6607272727273,1.83309090909091,0.0924330479910284,34.6204947152554,1.84352020067301,"F1"
"154","1N4HK","1N4HK",4,23,"4","23",0.0667272727272727,36.9912727272727,1.85636363636364,0.0869405833432534,35.2919585685892,1.8796320586796,"F1"
